"origin","nb_outlinks","outlinks","weights","nb_airlines"
"SIF","2","KTM PHH","3 1","3"
"SIG","2","CPX VQS","2 2","2"
"SIH","1","DHI","1","1"
"SIN","174","ADD ADL AKL AMD AMS ATH ATQ AUH BAH BCN BKI BKK BLR BNE BOM BPN BRU BWN CAN CCU CDG CEB CEI CGK CGO CGQ CHC CJB CJU CKG CMB CNS CNX COK CPH CPT CRK CSX CTS CXR DAC DAD DEL DIL DMK DOH DPS DRW DVO DXB DYG EWR FCO FOC FRA FUK GAU HAK HAN HDY HEL HFE HGH HKG HKT HND HRB HYD ICN ILO IPH IST JED JFK JJN JNB KBR KBV KCH KHH KHN KIX KJT KMG KNO KTI KTM KUA KUL KWE LAX LBJ LGK LGW LHR LHW LOP LXA MAA MAD MAN MCT MCY MDC MEL MFM MKZ MLE MNL MUC MXP MYY NAN NGB NGO NKG NNG NOU NRT NTL OKA PBH PDG PEK PEN PER PKU PKX PLM PNK POM PQC PUS PVG RGN RUH SAI SBW SEA SFO SGN SHE SRG SUB SWA SYD SYX SZB SZX TAO TFU TJQ TNA TPE TRV TRZ TSN UBN UPG USM VGA VIE VTE VTZ WNZ WSI WUH WUX XIY XMN YIA YIH YVR ZRH","1 1 2 1 2 1 1 1 1 1 3 3 2 2 3 1 1 2 4 2 3 3 1 8 1 1 2 2 2 4 2 1 1 1 1 1 2 3 2 2 3 3 3 1 2 1 7 2 1 2 1 1 1 2 2 1 1 2 4 1 1 1 5 3 3 4 1 2 6 2 2 2 2 1 1 1 1 1 2 1 1 3 1 2 3 2 1 1 7 1 1 1 2 1 3 1 1 1 4 1 1 1 1 1 5 2 1 1 4 2 1 1 1 1 1 2 1 1 5 1 1 1 1 2 4 4 1 2 1 1 1 2 2 5 3 1 1 1 1 2 4 1 1 2 1 4 1 2 3 1 3 1 1 5 1 3 1 1 1 2 1 1 1 1 1 1 2 1 2 2 1 1 1 2","82"
"SIP","47","ARH CEE CEK CSY DME EGO ESL GOJ GSV IKT IWA KEJ KJA KMW KRO KRR KVX KZN LED LPK MMK MQF MRV NBC NJC NOZ OMS OVB PES PEZ ROV SCW SGC SVO SVX TJM TOF UFA ULV URS UUA UWWW VKO VOG VOZ YKS ZIA","1 1 1 3 5 2 1 1 1 2 1 1 3 1 1 4 3 1 2 1 1 3 2 1 2 1 3 3 1 2 2 1 1 2 1 2 2 5 2 2 1 1 1 3 3 1 1","18"
"SIQ","6","BTH DJB PGK PKU TJB TNJ","2 1 1 1 1 1","2"
"SIR","1","PMI","1","1"
"SIT","15","AFE AGN ELV GST HNH HNS JNU KAE KLW KTN PAQC PEC SEA SGY TKE","2 1 1 1 1 1 3 2 2 1 2 1 1 1 1","3"
"SIW","0","","","145"
"SJC","38","ATL AUS BJX BNA BOI BUR BWI DAL DEN DFW EUG GDL GEG HNL HOU IAH KOA LAS LAX LGB LIH MCO MDW MLM MSP NRT OGG ONT ORD PDX PHX PSP RNO SAN SEA SLC SNA ZCL","1 1 1 1 2 1 1 1 2 1 1 1 1 2 1 1 2 2 4 1 1 1 1 1 1 1 2 1 1 2 3 1 1 2 3 3 1 1","11"
"SJD","55","ATL AUS BJX BNA BWI CLT CUL DEN DFW DTW EWR FRA GDL HMO HOU IAH IND JFK LAS LAX MCI MDW MEX MSP MTY MXL NLU OAK ORD PBC PDX PHX PTY QRO SAN SEA SFO SJC SLC SMF SNA STL TIJ TLC TRC VNY YEG YLW YOW YUL YVR YWG YYC YYJ YYZ","2 3 1 1 1 1 2 2 1 1 1 1 2 1 1 1 1 2 3 4 1 1 4 2 1 1 3 1 2 1 1 2 1 1 2 2 2 1 1 2 1 1 2 2 1 1 2 1 1 3 3 1 1 1 3","21"
"SJE","2","BOG LET","1 1","1"
"SJI","1","CRK","1","1"
"SJJ","39","ADB ARN AYT BEG BER BGY BJV BVA CGN CPH CRL DXB ESB FCO FKB FMM FRA GOT GRO HRG IST JED KWI LTN MCT MIR NRN ORY OSL RUH SAW SKG STN STR TLV VIE WAW ZAG ZRH","1 2 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1","25"
"SJK","1","GIG","1","1"
"SJL","1","MAO","1","1"
"SJO","58","AMS ATL BLB BNA BOC BOG BWI CDG CLT CTG CUN DEN DFW DRK EWR EZE FLL FON FRA GDL GLF GUA GYE HOU IAD IAH JFK LAS LAX LHR LIM LIO LIR MAD MCO MDE MEX MGA MIA MTY NOB ORD PJM PTY SAL SAP SDQ SFO TMU TNO TPA TTQ UIO XPL XQP YUL YYZ ZRH","1 2 1 1 1 2 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 3 1 1 3 1 2 1 3 1 1 1 1 2 4 2 3 2 4 1 1 3 1 2 4 1 1 1 2 1 1 1 1 1 2 2 3 1","32"
"SJP","12","BPS BSB CGB CGH CNF FOR GRU JPA MCZ NAT REC VCP","1 1 1 2 1 1 1 1 1 1 1 1","3"
"SJT","1","DFW","1","1"
"SJU","59","ATL AUS AXA BDL BNA BOG BOS BUF BWI CLT CPX DCA DEN DFW DOM DTW EIS EWR FLL HOU HPN HVN IAD IAH ILG IND JAX JFK LAL LGA MAD MAZ MCO MDE MDW MIA MSP ORD ORF PHL PTY PUJ PVD RDU RIC SBH SDQ SKB STI STL STT STX SXM TPA USA VIJ VQS YUL YYZ","2 1 1 2 1 1 3 1 3 2 1 1 1 1 1 1 3 3 3 1 1 1 2 1 1 1 2 2 1 1 1 1 3 2 1 2 2 2 1 3 1 3 1 3 1 1 3 1 1 1 2 3 1 3 1 2 1 2 2","20"
"SJW","74","BAV BHY BPE CAN CDE CGQ CIF CKG CTU DBC DLC DLU DSN DYG FOC FUO GYS GYU HAK HET HFE HGH HIA HKG HLD HRB HUZ HYN ICN INC JHG KHN KMG KRL KWE KWL LHW LJG LUM LXA LYG LZO MIG NDG NGB NNG NRT NTG PUS PVG RKZ SHA SHE SHF SWA SYX SZX TFU TGO UCB URC UYN WNZ XIY XMN XNN YIH YIW YKH YNJ YNZ YSQ ZQZ ZUH","1 1 2 5 2 4 3 4 2 1 4 1 1 1 1 1 1 1 2 4 1 3 1 1 2 4 1 1 2 2 2 1 5 1 3 2 3 1 1 1 1 1 2 1 1 1 1 1 1 3 1 2 3 1 1 4 4 7 1 1 4 1 2 1 3 2 1 1 1 1 1 1 3 1","22"
"SJZ","2","PDL TER","1 1","1"
"SKB","19","ANU ATL AXA BGI CLT DOM EIS EUX EWR JFK LGW MIA NEV POS SDQ SJU STT SXM YYZ","5 1 1 3 1 1 1 1 1 3 1 1 1 1 1 1 1 2 1","13"
"SKC","2","DAU OBX","1 1","1"
"SKD","29","ADB AER ALA BHK CAN DME DXB DYU GYD HSA IST JED KHV KJA KRR LED MED NMA NQZ OVB SVO SVX TAS TLV UFA UGC VKO XIY ZIA","1 2 1 1 1 3 2 1 2 2 4 1 1 1 1 5 1 1 1 1 1 1 3 2 1 1 3 1 1","19"
"SKG","102","ADB AMM AMS ARN ATH BCN BEG BER BGY BHX BLQ BRS BRU BSL BTS BUD BVA BZO CAI CDG CFU CGN CHQ CLJ CPH CRL DBV DUB DUS EDI EIN EMA EVN FCO FKB FMM FRA GDN GOT GVA HAJ HAM HEL HER HHN IAS IST JIK JKH JMK JNX JSY JTR KGS KLX KRK KTW KUT KVO LBA LCA LCY LGW LHR LUX LXS MAN MJT MLA MLO MUC MXP NAP NCL NRN NUE ORY OSL OTP PAS PFO POZ PRG RHO RIX RMO SJJ SKU SMI STN STR TBS TLV TSF TSR VCE VIE WAW WMI ZAG ZRH ZTH","1 1 2 3 2 1 1 3 1 2 1 3 1 1 1 2 1 1 1 1 1 2 2 1 2 1 1 1 3 1 1 1 2 2 1 1 2 1 1 1 2 2 2 3 1 1 2 1 2 2 1 1 1 1 1 1 1 1 1 1 3 1 4 1 1 1 3 2 1 1 2 2 1 1 1 2 1 1 3 2 1 3 2 2 1 1 1 1 2 2 2 1 6 1 1 1 3 2 1 1 2 1","34"
"SKH","5","BJU IMK JUM KTM VNRR","1 2 1 2 1","4"
"SKJ","1","CGK","2","2"
"SKK","3","KKA OME UNK","2 1 2","2"
"SKN","4","ANX BOO OSL TOS","1 1 1 1","1"
"SKO","1","ABV","3","3"
"SKP","52","ADB AHO ARN ATH AYT BCN BEG BER BGY BJV BLQ BRI BSL BTS BUD BVA CGN COV CRL DTM EIN ESB FCO FDH FKB FMM FRA GOT GVA HAM HHN IST LCA LJU LTN MAD MLA MMX NAP NUE ORY OSL PMO PRG SAW STR TRF TSF VIE WAW ZAG ZRH","2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2","15"
"SKT","12","AUH BAH DMM DOH DXB JED KHI KWI MCT MED RUH SHJ","2 1 2 2 4 2 2 2 2 1 2 2","10"
"SKU","3","ATH PRG SKG","1 1 1","3"
"SKX","8","AER AYT KZN LED MRV SSH SVO SVX","1 1 1 2 1 1 1 1","4"
"SKZ","2","ISB KHI","2 2","2"
"SLA","16","AEP ASU BRC COR EZE FLN GIG GRU IGR LIM MDZ NQN PTY RES ROS TUC","3 1 1 3 1 1 1 1 1 1 2 2 1 1 1 1","7"
"SLC","109","ABQ AMS ANC ATL AUS BIL BNA BOI BOS BTM BUR BWI BZN CDC CDG CLE CLT CMH COS CUN CVG DAL DCA DEN DFW DTW EKO EUG EWR FAT FCA FLL GDL GEG GJT GTF HLN HNL HOU IAD IAH ICN IDA IND JAC JFK KOA LAS LAX LGA LGB LHR LIM LIT LWS MCI MCO MDW MEM MEX MFR MIA MKE MSO MSP MSY MTY OAK OGG OKC OMA ONT ORD PDX PHL PHX PIH PIT PSC PSP PVR RDM RDU RNO RSW SAN SAT SBA SCF SEA SFO SGU SJC SJD SMF SNA STL STS SUN TPA TUL TUS TWF WYS XNA YEG YVR YYC YYZ","1 2 2 1 3 2 2 2 2 1 3 2 2 1 1 1 2 1 1 1 1 1 1 5 3 1 1 1 2 1 2 1 2 2 1 1 1 3 1 2 3 1 2 1 2 2 1 4 5 1 3 1 1 1 1 1 3 1 1 2 1 2 1 2 2 1 1 2 1 1 1 2 6 3 2 5 1 1 2 1 1 1 1 2 1 4 1 1 1 3 4 1 3 1 2 4 1 2 1 2 1 2 1 1 1 1 1 1 2","19"
"SLE","0","","","0"
"SLH","1","SON","1","1"
"SLI","1","LUN","2","2"
"SLJ","1","PER","2","2"
"SLK","2","BOS JFK","1 1","1"
"SLL","16","AUH BTS COK DMM DOH DXB KWI MSQ NQZ PRG RUH SHJ SVO SVX TAS ZRH","2 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1","15"
"SLM","1","PMI","2","2"
"SLN","3","DEN IAH ORD","1 1 1","1"
"SLP","13","CUN DFW GDL IAH MDW MEX MTY NLU PBC PVR QRO SAT TIJ","1 2 1 3 1 2 3 2 1 1 1 1 1","8"
"SLQ","2","ANI SRV","1 1","1"
"SLU","9","ANU BGI DOM FDF GND POS PTP SVD SXM","2 5 4 3 2 1 1 5 1","6"
"SLV","3","ATQ DEL DHM","1 1 1","1"
"SLW","3","CUN GDL NLU","1 1 1","2"
"SLX","0","","","0"
"SLY","14","AER DME HMA KZN LED MRV NOJ NUX OMS OVB SVO SVX TJM UFA","1 1 1 1 1 1 1 1 1 2 1 1 1 1","4"
"SLZ","12","BEL BSB CGH CNF FOR GIG GRU IMP LIS REC SSA VCP","1 2 1 2 2 2 2 1 1 1 1 1","4"
"SMA","2","LIS PDL","1 1","2"
"SMF","49","ANC ATL AUS BJX BNA BOI BUR BWI CLT DAL DEN DFW DTW EUG EWR GDL GEG HNL HOU IAD IAH JFK KOA LAS LAX LGB LIH MCI MCO MDW MLM MSP OGG ONT ORD PDX PHX PSP PVR SAN SBA SEA SFO SJD SLC SNA STL YVR YYZ","1 1 1 1 1 2 1 1 1 1 3 1 1 1 1 2 1 2 1 1 1 1 2 2 5 1 1 1 1 1 1 1 2 1 2 2 3 1 2 3 1 3 1 2 2 1 1 1 1","15"
"SMI","21","AMS ARN ATH BHX BRU DUS FRA JKH LGW LXS MAN MJT MUC MXP PRG RHO SKG STN TRD VIE ZRH","3 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1","19"
"SMK","3","OME UNK WBB","1 1 2","2"
"SML","3","FXE LGI NAS","1 1 2","3"
"SMO","3","APC LAS SCF","1 1 1","1"
"SMQ","6","BDJ CGK PKN PKY SRG SUB","1 2 1 1 1 2","3"
"SMR","6","BGA BOG CLO MDE PEI PTY","1 4 2 3 1 1","5"
"SMS","2","TMM TNR","1 1","1"
"SMT","2","CGB VCP","1 1","1"
"SMX","1","LAS","1","1"
